date,transaction_id,department,gl_code,gl_category,description,amount,vendor,transaction_type,month,year,source,role_visibility,status
2023-12-25,,Finance,2000,Accounts Payable,"Invoice of $7,174.00 from vendor Deloitte for Finance in 2023-12, status: paid_late, due: 2024-01-24",7174.0,Deloitte,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2023-12-13,,Product,2000,Accounts Payable,"Invoice of $548.60 from vendor Figma for Product in 2023-12, status: paid, due: 2024-01-12",548.6,Figma,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid
2023-12-06,,Product,2000,Accounts Payable,"Invoice of $5,070.29 from vendor GCP for Product in 2023-12, status: paid_late, due: 2024-01-05",5070.29,GCP,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2023-12-12,,Engineering,2000,Accounts Payable,"Invoice of $1,012.80 from vendor GitHub for Engineering in 2023-12, status: paid, due: 2024-01-11",1012.8,GitHub,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2023-12-12,,Marketing,2000,Accounts Payable,"Invoice of $18,567.99 from vendor Marketing Vendor Bundle for Marketing in 2023-12, status: paid, due: 2024-01-11",18567.99,Marketing Vendor Bundle,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",paid
2023-12-08,,Operations,2000,Accounts Payable,"Invoice of $506.40 from vendor Notion for Operations in 2023-12, status: paid_late, due: 2024-01-07",506.4,Notion,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2023-12-24,,Finance,2000,Accounts Payable,"Invoice of $3,798.00 from vendor Pilot for Finance in 2023-12, status: paid_late, due: 2024-01-23",3798.0,Pilot,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2023-12-20,,Engineering,2000,Accounts Payable,"Invoice of $7,174.02 from vendor R&D Vendor Bundle for Engineering in 2023-12, status: paid, due: 2024-01-19",7174.02,R&D Vendor Bundle,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2023-12-10,,Sales,2000,Accounts Payable,"Invoice of $3,460.40 from vendor Salesforce for Sales in 2023-12, status: paid_late, due: 2024-01-09",3460.4,Salesforce,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2023-12-07,,Operations,2000,Accounts Payable,"Invoice of $675.20 from vendor Slack for Operations in 2023-12, status: paid, due: 2024-01-06",675.2,Slack,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2023-12-11,,Operations,2000,Accounts Payable,"Invoice of $1,772.40 from vendor Staples for Operations in 2023-12, status: paid, due: 2024-01-10",1772.4,Staples,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2023-12-11,,Finance,2000,Accounts Payable,"Invoice of $928.40 from vendor Stripe for Finance in 2023-12, status: paid_late, due: 2024-01-10",928.4,Stripe,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2023-12-18,,Sales,2000,Accounts Payable,"Invoice of $8,018.00 from vendor Travel Card for Sales in 2023-12, status: paid_late, due: 2024-01-17",8018.0,Travel Card,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2023-12-10,,Operations,2000,Accounts Payable,"Invoice of $10,676.60 from vendor WeWork for Operations in 2023-12, status: paid, due: 2024-01-09",10676.6,WeWork,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2023-12-09,,Operations,2000,Accounts Payable,"Invoice of $759.60 from vendor Zoom for Operations in 2023-12, status: paid_late, due: 2024-01-08",759.6,Zoom,expense,2023-12,2023,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-01-03,,Engineering,2000,Accounts Payable,"Invoice of $36,461.18 from vendor AWS for Engineering in 2024-01, status: paid, due: 2024-02-02",36461.18,AWS,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-01-12,,Operations,2000,Accounts Payable,"Invoice of $1,531.86 from vendor Apple for Operations in 2024-01, status: paid, due: 2024-02-11",1531.86,Apple,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-01-26,,Finance,2000,Accounts Payable,"Invoice of $3,399.63 from vendor Cooley for Finance in 2024-01, status: paid_late, due: 2024-02-25",3399.63,Cooley,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2024-01-13,,Product,2000,Accounts Payable,"Invoice of $592.49 from vendor Figma for Product in 2024-01, status: paid_late, due: 2024-02-12",592.49,Figma,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2024-01-06,,Product,2000,Accounts Payable,"Invoice of $5,830.83 from vendor GCP for Product in 2024-01, status: paid, due: 2024-02-05",5830.83,GCP,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid
2024-01-12,,Engineering,2000,Accounts Payable,"Invoice of $1,012.80 from vendor GitHub for Engineering in 2024-01, status: paid_late, due: 2024-02-11",1012.8,GitHub,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-01-12,,Marketing,2000,Accounts Payable,"Invoice of $6,473.46 from vendor Marketing Vendor Bundle for Marketing in 2024-01, status: paid, due: 2024-02-11",6473.46,Marketing Vendor Bundle,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",paid
2024-01-08,,Operations,2000,Accounts Payable,"Invoice of $506.40 from vendor Notion for Operations in 2024-01, status: paid, due: 2024-02-07",506.4,Notion,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-01-24,,Finance,2000,Accounts Payable,"Invoice of $4,025.88 from vendor Pilot for Finance in 2024-01, status: paid_late, due: 2024-02-23",4025.88,Pilot,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2024-01-20,,Engineering,2000,Accounts Payable,"Invoice of $7,747.95 from vendor R&D Vendor Bundle for Engineering in 2024-01, status: paid_late, due: 2024-02-19",7747.95,R&D Vendor Bundle,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-01-10,,Sales,2000,Accounts Payable,"Invoice of $45,289.04 from vendor Salesforce for Sales in 2024-01, status: paid, due: 2024-02-09",45289.04,Salesforce,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid
2024-01-07,,Operations,2000,Accounts Payable,"Invoice of $675.20 from vendor Slack for Operations in 2024-01, status: paid_late, due: 2024-02-06",675.2,Slack,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-01-11,,Operations,2000,Accounts Payable,"Invoice of $1,914.19 from vendor Staples for Operations in 2024-01, status: paid, due: 2024-02-10",1914.19,Staples,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-01-11,,Finance,2000,Accounts Payable,"Invoice of $1,021.24 from vendor Stripe for Finance in 2024-01, status: paid, due: 2024-02-10",1021.24,Stripe,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-01-18,,Sales,2000,Accounts Payable,"Invoice of $3,692.48 from vendor Travel Card for Sales in 2024-01, status: paid_late, due: 2024-02-17",3692.48,Travel Card,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2024-01-10,,Operations,2000,Accounts Payable,"Invoice of $10,676.60 from vendor WeWork for Operations in 2024-01, status: paid_late, due: 2024-02-09",10676.6,WeWork,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-01-09,,Operations,2000,Accounts Payable,"Invoice of $759.60 from vendor Zoom for Operations in 2024-01, status: paid, due: 2024-02-08",759.6,Zoom,expense,2024-01,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-02-03,,Engineering,2000,Accounts Payable,"Invoice of $36,461.18 from vendor AWS for Engineering in 2024-02, status: paid_late, due: 2024-03-04",36461.18,AWS,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-02-12,,Operations,2000,Accounts Payable,"Invoice of $1,531.86 from vendor Apple for Operations in 2024-02, status: paid, due: 2024-03-13",1531.86,Apple,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-02-26,,Finance,2000,Accounts Payable,"Invoice of $3,399.63 from vendor Cooley for Finance in 2024-02, status: paid, due: 2024-03-27",3399.63,Cooley,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-02-13,,Product,2000,Accounts Payable,"Invoice of $592.49 from vendor Figma for Product in 2024-02, status: paid_late, due: 2024-03-14",592.49,Figma,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2024-02-06,,Product,2000,Accounts Payable,"Invoice of $5,830.83 from vendor GCP for Product in 2024-02, status: paid_late, due: 2024-03-07",5830.83,GCP,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2024-02-12,,Engineering,2000,Accounts Payable,"Invoice of $1,012.80 from vendor GitHub for Engineering in 2024-02, status: paid, due: 2024-03-13",1012.8,GitHub,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-02-12,,Marketing,2000,Accounts Payable,"Invoice of $6,473.46 from vendor Marketing Vendor Bundle for Marketing in 2024-02, status: paid_late, due: 2024-03-13",6473.46,Marketing Vendor Bundle,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",paid_late
2024-02-08,,Operations,2000,Accounts Payable,"Invoice of $506.40 from vendor Notion for Operations in 2024-02, status: paid, due: 2024-03-09",506.4,Notion,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-02-24,,Finance,2000,Accounts Payable,"Invoice of $4,025.88 from vendor Pilot for Finance in 2024-02, status: paid, due: 2024-03-25",4025.88,Pilot,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-02-20,,Engineering,2000,Accounts Payable,"Invoice of $7,747.95 from vendor R&D Vendor Bundle for Engineering in 2024-02, status: paid_late, due: 2024-03-21",7747.95,R&D Vendor Bundle,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-02-10,,Sales,2000,Accounts Payable,"Invoice of $3,460.40 from vendor Salesforce for Sales in 2024-02, status: paid_late, due: 2024-03-11",3460.4,Salesforce,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2024-02-07,,Operations,2000,Accounts Payable,"Invoice of $675.20 from vendor Slack for Operations in 2024-02, status: paid, due: 2024-03-08",675.2,Slack,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-02-11,,Operations,2000,Accounts Payable,"Invoice of $1,914.19 from vendor Staples for Operations in 2024-02, status: paid_late, due: 2024-03-12",1914.19,Staples,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-02-11,,Finance,2000,Accounts Payable,"Invoice of $1,021.24 from vendor Stripe for Finance in 2024-02, status: paid, due: 2024-03-12",1021.24,Stripe,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-02-18,,Sales,2000,Accounts Payable,"Invoice of $3,692.48 from vendor Travel Card for Sales in 2024-02, status: paid, due: 2024-03-19",3692.48,Travel Card,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid
2024-02-10,,Operations,2000,Accounts Payable,"Invoice of $90,856.60 from vendor WeWork for Operations in 2024-02, status: paid_late, due: 2024-03-11",90856.6,WeWork,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-02-09,,Operations,2000,Accounts Payable,"Invoice of $759.60 from vendor Zoom for Operations in 2024-02, status: paid_late, due: 2024-03-10",759.6,Zoom,expense,2024-02,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-03-03,,Engineering,2000,Accounts Payable,"Invoice of $36,461.18 from vendor AWS for Engineering in 2024-03, status: paid, due: 2024-04-02",36461.18,AWS,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-03-12,,Operations,2000,Accounts Payable,"Invoice of $1,531.86 from vendor Apple for Operations in 2024-03, status: paid_late, due: 2024-04-11",1531.86,Apple,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-03-26,,Finance,2000,Accounts Payable,"Invoice of $3,399.63 from vendor Cooley for Finance in 2024-03, status: paid, due: 2024-04-25",3399.63,Cooley,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-03-25,,Finance,2000,Accounts Payable,"Invoice of $7,747.92 from vendor Deloitte for Finance in 2024-03, status: paid, due: 2024-04-24",7747.92,Deloitte,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-03-13,,Product,2000,Accounts Payable,"Invoice of $592.49 from vendor Figma for Product in 2024-03, status: paid_late, due: 2024-04-12",592.49,Figma,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2024-03-06,,Product,2000,Accounts Payable,"Invoice of $5,830.83 from vendor GCP for Product in 2024-03, status: paid_late, due: 2024-04-05",5830.83,GCP,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2024-03-12,,Engineering,2000,Accounts Payable,"Invoice of $1,012.80 from vendor GitHub for Engineering in 2024-03, status: paid, due: 2024-04-11",1012.8,GitHub,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-03-12,,Marketing,2000,Accounts Payable,"Invoice of $6,473.46 from vendor Marketing Vendor Bundle for Marketing in 2024-03, status: paid_late, due: 2024-04-11",6473.46,Marketing Vendor Bundle,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",paid_late
2024-03-08,,Operations,2000,Accounts Payable,"Invoice of $506.40 from vendor Notion for Operations in 2024-03, status: paid, due: 2024-04-07",506.4,Notion,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-03-24,,Finance,2000,Accounts Payable,"Invoice of $4,025.88 from vendor Pilot for Finance in 2024-03, status: paid, due: 2024-04-23",4025.88,Pilot,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-03-20,,Engineering,2000,Accounts Payable,"Invoice of $7,747.95 from vendor R&D Vendor Bundle for Engineering in 2024-03, status: paid_late, due: 2024-04-19",7747.95,R&D Vendor Bundle,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-03-10,,Sales,2000,Accounts Payable,"Invoice of $3,460.40 from vendor Salesforce for Sales in 2024-03, status: paid_late, due: 2024-04-09",3460.4,Salesforce,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2024-03-07,,Operations,2000,Accounts Payable,"Invoice of $675.20 from vendor Slack for Operations in 2024-03, status: paid, due: 2024-04-06",675.2,Slack,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-03-11,,Operations,2000,Accounts Payable,"Invoice of $1,914.19 from vendor Staples for Operations in 2024-03, status: paid_late, due: 2024-04-10",1914.19,Staples,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-03-11,,Finance,2000,Accounts Payable,"Invoice of $1,021.24 from vendor Stripe for Finance in 2024-03, status: paid, due: 2024-04-10",1021.24,Stripe,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-03-18,,Sales,2000,Accounts Payable,"Invoice of $3,692.48 from vendor Travel Card for Sales in 2024-03, status: paid, due: 2024-04-17",3692.48,Travel Card,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid
2024-03-10,,Operations,2000,Accounts Payable,"Invoice of $10,676.60 from vendor WeWork for Operations in 2024-03, status: paid_late, due: 2024-04-09",10676.6,WeWork,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-03-09,,Operations,2000,Accounts Payable,"Invoice of $759.60 from vendor Zoom for Operations in 2024-03, status: paid_late, due: 2024-04-08",759.6,Zoom,expense,2024-03,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-04-03,,Engineering,2000,Accounts Payable,"Invoice of $41,930.36 from vendor AWS for Engineering in 2024-04, status: paid, due: 2024-05-03",41930.36,AWS,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-04-12,,Operations,2000,Accounts Payable,"Invoice of $1,531.86 from vendor Apple for Operations in 2024-04, status: paid_late, due: 2024-05-12",1531.86,Apple,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-04-26,,Finance,2000,Accounts Payable,"Invoice of $3,399.63 from vendor Cooley for Finance in 2024-04, status: paid, due: 2024-05-26",3399.63,Cooley,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-04-13,,Product,2000,Accounts Payable,"Invoice of $592.49 from vendor Figma for Product in 2024-04, status: paid, due: 2024-05-13",592.49,Figma,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid
2024-04-06,,Product,2000,Accounts Payable,"Invoice of $6,705.46 from vendor GCP for Product in 2024-04, status: paid_late, due: 2024-05-06",6705.46,GCP,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid_late
2024-04-12,,Engineering,2000,Accounts Payable,"Invoice of $1,012.80 from vendor GitHub for Engineering in 2024-04, status: paid_late, due: 2024-05-12",1012.8,GitHub,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-04-12,,Marketing,2000,Accounts Payable,"Invoice of $17,926.58 from vendor Marketing Vendor Bundle for Marketing in 2024-04, status: paid, due: 2024-05-12",17926.58,Marketing Vendor Bundle,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",paid
2024-04-08,,Operations,2000,Accounts Payable,"Invoice of $506.40 from vendor Notion for Operations in 2024-04, status: paid_late, due: 2024-05-08",506.4,Notion,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-04-24,,Finance,2000,Accounts Payable,"Invoice of $4,025.88 from vendor Pilot for Finance in 2024-04, status: paid, due: 2024-05-24",4025.88,Pilot,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-04-20,,Engineering,2000,Accounts Payable,"Invoice of $7,747.95 from vendor R&D Vendor Bundle for Engineering in 2024-04, status: paid, due: 2024-05-20",7747.95,R&D Vendor Bundle,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-04-10,,Sales,2000,Accounts Payable,"Invoice of $3,460.40 from vendor Salesforce for Sales in 2024-04, status: paid_late, due: 2024-05-10",3460.4,Salesforce,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2024-04-07,,Operations,2000,Accounts Payable,"Invoice of $675.20 from vendor Slack for Operations in 2024-04, status: paid_late, due: 2024-05-07",675.2,Slack,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-04-11,,Operations,2000,Accounts Payable,"Invoice of $1,914.19 from vendor Staples for Operations in 2024-04, status: paid, due: 2024-05-11",1914.19,Staples,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-04-11,,Finance,2000,Accounts Payable,"Invoice of $1,021.24 from vendor Stripe for Finance in 2024-04, status: paid_late, due: 2024-05-11",1021.24,Stripe,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2024-04-18,,Sales,2000,Accounts Payable,"Invoice of $6,857.52 from vendor Travel Card for Sales in 2024-04, status: paid, due: 2024-05-18",6857.52,Travel Card,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid
2024-04-10,,Operations,2000,Accounts Payable,"Invoice of $10,676.60 from vendor WeWork for Operations in 2024-04, status: paid, due: 2024-05-10",10676.6,WeWork,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-04-09,,Operations,2000,Accounts Payable,"Invoice of $759.60 from vendor Zoom for Operations in 2024-04, status: paid_late, due: 2024-05-09",759.6,Zoom,expense,2024-04,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-05-03,,Engineering,2000,Accounts Payable,"Invoice of $41,930.36 from vendor AWS for Engineering in 2024-05, status: paid_late, due: 2024-06-02",41930.36,AWS,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-05-12,,Operations,2000,Accounts Payable,"Invoice of $1,531.86 from vendor Apple for Operations in 2024-05, status: paid, due: 2024-06-11",1531.86,Apple,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-05-26,,Finance,2000,Accounts Payable,"Invoice of $3,399.63 from vendor Cooley for Finance in 2024-05, status: paid_late, due: 2024-06-25",3399.63,Cooley,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2024-05-13,,Product,2000,Accounts Payable,"Invoice of $592.49 from vendor Figma for Product in 2024-05, status: paid, due: 2024-06-12",592.49,Figma,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid
2024-05-06,,Product,2000,Accounts Payable,"Invoice of $6,705.46 from vendor GCP for Product in 2024-05, status: paid, due: 2024-06-05",6705.46,GCP,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",paid
2024-05-12,,Engineering,2000,Accounts Payable,"Invoice of $1,012.80 from vendor GitHub for Engineering in 2024-05, status: paid_late, due: 2024-06-11",1012.8,GitHub,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid_late
2024-05-12,,Marketing,2000,Accounts Payable,"Invoice of $17,926.58 from vendor Marketing Vendor Bundle for Marketing in 2024-05, status: paid_late, due: 2024-06-11",17926.58,Marketing Vendor Bundle,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",paid_late
2024-05-08,,Operations,2000,Accounts Payable,"Invoice of $506.40 from vendor Notion for Operations in 2024-05, status: paid, due: 2024-06-07",506.4,Notion,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-05-24,,Finance,2000,Accounts Payable,"Invoice of $4,025.88 from vendor Pilot for Finance in 2024-05, status: paid_late, due: 2024-06-23",4025.88,Pilot,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid_late
2024-05-20,,Engineering,2000,Accounts Payable,"Invoice of $7,747.95 from vendor R&D Vendor Bundle for Engineering in 2024-05, status: paid, due: 2024-06-19",7747.95,R&D Vendor Bundle,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",paid
2024-05-10,,Sales,2000,Accounts Payable,"Invoice of $3,460.40 from vendor Salesforce for Sales in 2024-05, status: paid, due: 2024-06-09",3460.4,Salesforce,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid
2024-05-07,,Operations,2000,Accounts Payable,"Invoice of $675.20 from vendor Slack for Operations in 2024-05, status: paid_late, due: 2024-06-06",675.2,Slack,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-05-11,,Operations,2000,Accounts Payable,"Invoice of $1,914.19 from vendor Staples for Operations in 2024-05, status: paid_late, due: 2024-06-10",1914.19,Staples,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid_late
2024-05-11,,Finance,2000,Accounts Payable,"Invoice of $1,021.24 from vendor Stripe for Finance in 2024-05, status: paid, due: 2024-06-10",1021.24,Stripe,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",paid
2024-05-18,,Sales,2000,Accounts Payable,"Invoice of $6,857.52 from vendor Travel Card for Sales in 2024-05, status: paid_late, due: 2024-06-17",6857.52,Travel Card,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",paid_late
2024-05-10,,Operations,2000,Accounts Payable,"Invoice of $10,676.60 from vendor WeWork for Operations in 2024-05, status: paid, due: 2024-06-09",10676.6,WeWork,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
2024-05-09,,Operations,2000,Accounts Payable,"Invoice of $759.60 from vendor Zoom for Operations in 2024-05, status: paid, due: 2024-06-08",759.6,Zoom,expense,2024-05,2024,invoices,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",paid
