month,employee_id,department,role,base_salary,bonus,benefits,total_cost
2024-10,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-10,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-10,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-10,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-10,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-10,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-10,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-10,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-10,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-10,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-10,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-10,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-10,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-10,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-10,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-10,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-10,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-10,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-10,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-10,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-10,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-10,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-10,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-10,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-10,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-10,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-10,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-10,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-10,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-10,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-10,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-10,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-10,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-10,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-10,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-10,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-11,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-11,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-11,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-11,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-11,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-11,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-11,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-11,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-11,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-11,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-11,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-11,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-11,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-11,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-11,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-11,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-11,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-11,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-11,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-11,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-11,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-11,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-11,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-11,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-11,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-11,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-11,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-11,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-11,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-11,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-11,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-11,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-11,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-11,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-11,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-11,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-11,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-11,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-11,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-11,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-11,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-11,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-11,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-11,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-11,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-11,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-11,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-11,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-11,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-11,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-12,E001,Engineering,Software Engineer,11660.0,20988.0,2332.0,34980.0
2024-12,E002,Engineering,Senior Software Engineer,11799.12,21238.41,2359.82,35397.35
2024-12,E003,Engineering,Staff Engineer,11938.24,21488.82,2387.65,35814.71
2024-12,E004,Engineering,DevOps Engineer,12077.35,21739.24,2415.47,36232.06
2024-12,E005,Engineering,Software Engineer,12216.47,21989.65,2443.29,36649.41
2024-12,E006,Engineering,Senior Software Engineer,12355.59,22240.06,2471.12,37066.76
2024-12,E007,Engineering,Staff Engineer,12494.71,22490.47,2498.94,37484.12
2024-12,E008,Engineering,DevOps Engineer,12633.82,22740.88,2526.76,37901.47
2024-12,E009,Engineering,Software Engineer,12772.94,22991.29,2554.59,38318.82
2024-12,E010,Engineering,Senior Software Engineer,12912.06,23241.71,2582.41,38736.18
2024-12,E011,Engineering,Staff Engineer,13051.18,23492.12,2610.24,39153.53
2024-12,E012,Engineering,DevOps Engineer,13190.29,23742.53,2638.06,39570.88
2024-12,E013,Engineering,Software Engineer,13329.41,23992.94,2665.88,39988.24
2024-12,E014,Engineering,Senior Software Engineer,13468.53,24243.35,2693.71,40405.59
2024-12,E015,Engineering,Staff Engineer,13607.65,24493.76,2721.53,40822.94
2024-12,E016,Engineering,DevOps Engineer,13746.76,24744.18,2749.35,41240.29
2024-12,E017,Engineering,Software Engineer,13885.88,24994.59,2777.18,41657.65
2024-12,E018,Engineering,Senior Software Engineer,14025.0,25245.0,2805.0,42075.0
2024-12,E019,Sales,Account Executive,7773.33,14769.33,1554.67,24097.33
2024-12,E020,Sales,Sales Development Rep,7948.52,15102.19,1589.7,24640.41
2024-12,E021,Sales,Sales Manager,8123.7,15435.04,1624.74,25183.48
2024-12,E022,Sales,Account Executive,8298.89,15767.89,1659.78,25726.56
2024-12,E023,Sales,Sales Development Rep,8474.07,16100.74,1694.81,26269.63
2024-12,E024,Sales,Sales Manager,8649.26,16433.59,1729.85,26812.7
2024-12,E025,Sales,Account Executive,8824.44,16766.44,1764.89,27355.78
2024-12,E026,Sales,Sales Development Rep,8999.63,17099.3,1799.93,27898.85
2024-12,E027,Sales,Sales Manager,9174.81,17432.15,1834.96,28441.93
2024-12,E028,Sales,Account Executive,9350.0,17765.0,1870.0,28985.0
2024-12,E029,Marketing,Marketing Manager,7260.0,13068.0,1452.0,21780.0
2024-12,E030,Marketing,Demand Generation Specialist,7535.92,13564.65,1507.18,22607.75
2024-12,E031,Marketing,Content Strategist,7811.83,14061.3,1562.37,23435.5
2024-12,E032,Marketing,Marketing Manager,8087.75,14557.95,1617.55,24263.25
2024-12,E033,Marketing,Demand Generation Specialist,8363.67,15054.6,1672.73,25091.0
2024-12,E034,Marketing,Content Strategist,8639.58,15551.25,1727.92,25918.75
2024-12,E035,Product,Product Manager,10523.33,18942.0,2104.67,31570.0
2024-12,E036,Product,Senior Product Manager,10917.5,19651.5,2183.5,32752.5
2024-12,E037,Product,Product Designer,11311.67,20361.0,2262.33,33935.0
2024-12,E038,Product,Product Manager,11705.83,21070.5,2341.17,35117.5
2024-12,E039,Product,Senior Product Manager,12100.0,21780.0,2420.0,36300.0
2024-12,E040,Operations,Operations Manager,6288.33,11319.0,1257.67,18865.0
2024-12,E041,Operations,People Operations Specialist,6485.42,11673.75,1297.08,19456.25
2024-12,E042,Operations,IT Administrator,6682.5,12028.5,1336.5,20047.5
2024-12,E043,Operations,Operations Manager,6879.58,12383.25,1375.92,20638.75
2024-12,E044,Operations,People Operations Specialist,7076.67,12738.0,1415.33,21230.0
2024-12,E045,Operations,IT Administrator,7273.75,13092.75,1454.75,21821.25
2024-12,E046,Operations,Operations Manager,7470.83,13447.5,1494.17,22412.5
2024-12,E047,Finance,Financial Analyst,8176.67,14718.0,1635.33,24530.0
2024-12,E048,Finance,Controller,8636.53,15545.75,1727.31,25909.58
2024-12,E049,Finance,Accounting Manager,9096.39,16373.5,1819.28,27289.17
2024-12,E050,Finance,Financial Analyst,9556.25,17201.25,1911.25,28668.75
2025-01,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-01,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-01,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-01,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-01,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-01,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-01,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-01,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-01,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-01,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-01,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-01,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-01,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-01,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-01,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-01,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-01,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-01,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-01,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-01,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-01,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-01,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-01,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-01,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-01,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-01,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-01,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-01,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-01,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-01,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-01,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-01,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-01,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-01,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-01,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-01,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-01,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-01,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-01,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-01,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-01,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-01,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-01,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-01,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-01,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-01,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-01,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-01,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-01,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-01,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-02,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-02,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-02,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-02,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-02,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-02,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-02,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-02,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-02,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-02,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-02,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-02,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-02,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-02,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-02,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-02,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-02,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-02,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-02,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-02,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-02,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-02,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-02,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-02,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-02,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-02,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-02,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-02,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-02,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-02,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-02,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-02,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-02,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-02,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-02,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-02,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-02,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-02,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-02,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-02,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-02,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-02,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-02,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-02,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-02,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-02,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-02,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-02,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-02,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-02,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-03,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-03,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-03,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-03,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-03,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-03,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-03,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-03,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-03,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-03,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-03,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-03,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-03,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-03,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-03,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-03,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-03,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-03,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-03,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-03,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-03,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-03,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-03,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-03,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-03,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-03,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-03,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-03,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-03,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-03,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-03,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-03,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-03,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-03,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-03,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-03,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-03,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-03,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-03,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-03,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-03,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-03,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-03,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-03,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-03,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-03,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-03,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-03,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-03,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-03,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-04,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-04,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-04,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-04,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-04,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-04,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-04,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-04,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-04,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-04,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-04,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-04,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-04,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-04,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-04,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-04,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-04,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-04,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-04,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-04,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-04,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-04,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-04,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-04,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-04,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-04,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-04,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-04,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-04,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-04,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-04,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-04,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-04,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-04,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-04,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-04,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-04,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-04,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-04,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-04,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-04,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-04,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-04,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-04,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-04,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-04,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-04,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-04,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-04,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-04,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-05,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-05,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-05,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-05,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-05,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-05,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-05,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-05,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-05,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-05,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-05,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-05,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-05,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-05,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-05,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-05,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-05,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-05,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
